  id  |    date    | send_in_telegram |    message    |          created_at           |          updated_at           | booking_id | cleaning_id | payment_id 
 2942 | 2024-06-06 | t                | Start Booking | 2024-06-06 03:03:15.979424+00 | 2024-06-06 03:03:15.979435+00 |        647 |             |           
 2943 | 2024-06-06 | t                | Payment       | 2024-06-06 03:03:15.982974+00 | 2024-06-06 03:03:15.982984+00 |            |             |       2344
 2944 | 2024-06-06 | t                | Cleaning      | 2024-06-06 03:04:36.975518+00 | 2024-06-06 03:04:36.975531+00 |            |         597 |           
 2945 | 2024-06-06 | t                | End Booking   | 2024-06-06 03:04:36.976876+00 | 2024-06-06 03:04:36.976889+00 |        648 |             |           
 2946 | 2024-06-06 | t                | Start Booking | 2024-06-06 03:04:36.977683+00 | 2024-06-06 03:04:36.977694+00 |        648 |             |           
 2947 | 2024-06-06 | t                | Payment       | 2024-06-06 03:04:36.981076+00 | 2024-06-06 03:04:36.981086+00 |            |             |       2345
 2948 | 2024-06-06 | t                | Cleaning      | 2024-06-06 03:05:37.231734+00 | 2024-06-06 03:05:37.231745+00 |            |         598 |           
 2949 | 2024-06-06 | t                | End Booking   | 2024-06-06 03:05:37.233094+00 | 2024-06-06 03:05:37.233105+00 |        649 |             |           
 2950 | 2024-06-06 | t                | Start Booking | 2024-06-06 03:05:37.23394+00  | 2024-06-06 03:05:37.23395+00  |        649 |             |           
 2951 | 2024-06-06 | t                | Payment       | 2024-06-06 03:05:37.237807+00 | 2024-06-06 03:05:37.237818+00 |            |             |       2346
 2952 | 2024-06-06 | t                | Cleaning      | 2024-06-06 03:10:42.982549+00 | 2024-06-06 03:10:42.98256+00  |            |         599 |           
 2953 | 2024-06-06 | t                | End Booking   | 2024-06-06 03:10:42.983828+00 | 2024-06-06 03:10:42.983839+00 |        650 |             |           
 2954 | 2024-06-06 | t                | Start Booking | 2024-06-06 03:10:42.984688+00 | 2024-06-06 03:10:42.984699+00 |        650 |             |           
 2955 | 2024-06-06 | t                | Payment       | 2024-06-06 03:10:42.988771+00 | 2024-06-06 03:10:42.988781+00 |            |             |       2347
 2956 | 2024-06-06 | t                | Payment       | 2024-06-06 03:10:42.991198+00 | 2024-06-06 03:10:42.991208+00 |            |             |       2348
 2957 | 2024-06-06 | t                | Payment       | 2024-06-06 03:10:42.99336+00  | 2024-06-06 03:10:42.993372+00 |            |             |       2349
 2958 | 2024-06-06 | t                | Payment       | 2024-06-06 03:10:42.999165+00 | 2024-06-06 03:10:42.999175+00 |            |             |       2350
 2959 | 2024-06-10 | t                | Payment       | 2024-06-06 03:10:43.001139+00 | 2024-06-06 03:10:43.001149+00 |            |             |       2351
 2960 | 2024-06-06 | t                | Cleaning      | 2024-06-06 04:00:29.623893+00 | 2024-06-06 04:00:29.623905+00 |            |         600 |           
 2961 | 2024-06-06 | t                | End Booking   | 2024-06-06 04:00:29.628376+00 | 2024-06-06 04:00:29.628391+00 |        651 |             |           
 2962 | 2024-06-06 | t                | Start Booking | 2024-06-06 04:00:29.629477+00 | 2024-06-06 04:00:29.629491+00 |        651 |             |           
 2963 | 2024-06-06 | t                | Payment       | 2024-06-06 04:00:29.63619+00  | 2024-06-06 04:00:29.636207+00 |            |             |       2352
 2964 | 2024-06-06 | t                | Payment       | 2024-06-06 04:00:29.639267+00 | 2024-06-06 04:00:29.639279+00 |            |             |       2353
 2965 | 2024-06-06 | t                | Payment       | 2024-06-06 04:00:29.641546+00 | 2024-06-06 04:00:29.641558+00 |            |             |       2354
 2966 | 2024-06-06 | t                | Payment       | 2024-06-06 04:00:29.644047+00 | 2024-06-06 04:00:29.644057+00 |            |             |       2355
 2967 | 2024-06-10 | t                | Payment       | 2024-06-06 04:00:29.646172+00 | 2024-06-06 04:00:29.646182+00 |            |             |       2356
 2968 | 2024-06-06 | t                | Cleaning      | 2024-06-06 04:10:15.233998+00 | 2024-06-06 04:10:15.234009+00 |            |         601 |           
 2969 | 2024-06-06 | t                | End Booking   | 2024-06-06 04:10:15.235371+00 | 2024-06-06 04:10:15.235381+00 |        652 |             |           
 2970 | 2024-06-06 | t                | Start Booking | 2024-06-06 04:10:15.236151+00 | 2024-06-06 04:10:15.236161+00 |        652 |             |           
 2971 | 2024-06-06 | t                | Payment       | 2024-06-06 04:10:15.239547+00 | 2024-06-06 04:10:15.239558+00 |            |             |       2357
 2972 | 2024-06-06 | t                | Payment       | 2024-06-06 04:10:15.241926+00 | 2024-06-06 04:10:15.241936+00 |            |             |       2358
 2973 | 2024-06-06 | t                | Payment       | 2024-06-06 04:10:15.2438+00   | 2024-06-06 04:10:15.243809+00 |            |             |       2359
 2974 | 2024-06-06 | t                | Payment       | 2024-06-06 04:10:15.246227+00 | 2024-06-06 04:10:15.246237+00 |            |             |       2360
 2975 | 2024-06-10 | t                | Payment       | 2024-06-06 04:10:15.248175+00 | 2024-06-06 04:10:15.248185+00 |            |             |       2361
 2976 | 2024-06-07 | t                | Cleaning      | 2024-06-07 13:41:57.941033+00 | 2024-06-07 13:41:57.941045+00 |            |         602 |           
 2977 | 2024-06-07 | t                | End Booking   | 2024-06-07 13:41:57.944866+00 | 2024-06-07 13:41:57.944877+00 |        653 |             |           
 2978 | 2024-06-07 | t                | Start Booking | 2024-06-07 13:41:57.945507+00 | 2024-06-07 13:41:57.945516+00 |        653 |             |           
 2979 | 2024-06-07 | t                | Cleaning      | 2024-06-07 13:44:28.641946+00 | 2024-06-07 13:44:28.641957+00 |            |         603 |           
 2980 | 2024-06-07 | t                | End Booking   | 2024-06-07 13:44:28.643383+00 | 2024-06-07 13:44:28.643394+00 |        654 |             |           
 2981 | 2024-06-07 | t                | Start Booking | 2024-06-07 13:44:28.644143+00 | 2024-06-07 13:44:28.644153+00 |        654 |             |           
 2982 | 2024-06-07 | t                | Cleaning      | 2024-06-07 13:46:52.150155+00 | 2024-06-07 13:46:52.150165+00 |            |         604 |           
 2983 | 2024-06-07 | t                | End Booking   | 2024-06-07 13:46:52.151437+00 | 2024-06-07 13:46:52.151447+00 |        655 |             |           
 2984 | 2024-06-07 | t                | Start Booking | 2024-06-07 13:46:52.152076+00 | 2024-06-07 13:46:52.152085+00 |        655 |             |           
 2985 | 2024-06-07 | t                | Cleaning      | 2024-06-07 13:48:23.837699+00 | 2024-06-07 13:48:23.837709+00 |            |         605 |           
 2986 | 2024-06-07 | t                | End Booking   | 2024-06-07 13:48:23.839171+00 | 2024-06-07 13:48:23.839184+00 |        656 |             |           
 2987 | 2024-06-07 | t                | Start Booking | 2024-06-07 13:48:23.840221+00 | 2024-06-07 13:48:23.840236+00 |        656 |             |           
 2988 | 2024-06-07 | t                | Cleaning      | 2024-06-07 14:37:36.907219+00 | 2024-06-07 14:37:36.907229+00 |            |         606 |           
 2989 | 2024-06-07 | t                | End Booking   | 2024-06-07 14:37:36.908611+00 | 2024-06-07 14:37:36.908621+00 |        657 |             |           
 2990 | 2024-06-07 | t                | Start Booking | 2024-06-07 14:37:36.909354+00 | 2024-06-07 14:37:36.909363+00 |        657 |             |           
 2991 | 2024-06-07 | t                | Payment       | 2024-06-07 14:37:36.919096+00 | 2024-06-07 14:37:36.919109+00 |            |             |       2362
 2992 | 2024-06-07 | t                | Cleaning      | 2024-06-07 15:08:28.6019+00   | 2024-06-07 15:08:28.60191+00  |            |         607 |           
 2993 | 2024-06-07 | t                | End Booking   | 2024-06-07 15:08:28.603323+00 | 2024-06-07 15:08:28.603333+00 |        658 |             |           
 2994 | 2024-06-07 | t                | Start Booking | 2024-06-07 15:08:28.604116+00 | 2024-06-07 15:08:28.604126+00 |        658 |             |           
 3004 | 2024-06-11 | t                | Cleaning      | 2024-06-10 07:46:50.917557+00 | 2024-06-10 07:46:50.91757+00  |            |         611 |           
 3005 | 2024-06-11 | t                | End Booking   | 2024-06-10 07:46:50.918888+00 | 2024-06-10 07:46:50.9189+00   |        662 |             |           
 3006 | 2024-06-11 | t                | Start Booking | 2024-06-10 07:46:50.919677+00 | 2024-06-10 07:46:50.919688+00 |        662 |             |           
 3007 | 2024-06-10 | t                | Cleaning      | 2024-06-10 07:48:07.138014+00 | 2024-06-10 07:48:07.138025+00 |            |         612 |           
 3008 | 2024-06-10 | t                | End Booking   | 2024-06-10 07:48:07.13931+00  | 2024-06-10 07:48:07.139321+00 |        663 |             |           
 3009 | 2024-06-10 | t                | Start Booking | 2024-06-10 07:48:07.139978+00 | 2024-06-10 07:48:07.139988+00 |        663 |             |           
 3010 | 2024-06-10 | t                | Cleaning      | 2024-06-10 07:57:26.191321+00 | 2024-06-10 07:57:26.191332+00 |            |         613 |           
 3011 | 2024-06-10 | t                | End Booking   | 2024-06-10 07:57:26.192649+00 | 2024-06-10 07:57:26.192659+00 |        664 |             |           
 3012 | 2024-06-10 | t                | Start Booking | 2024-06-10 07:57:26.1934+00   | 2024-06-10 07:57:26.19341+00  |        664 |             |           
 3013 | 2024-06-10 | t                | Cleaning      | 2024-06-10 08:04:12.447715+00 | 2024-06-10 08:04:12.447726+00 |            |         614 |           
 3014 | 2024-06-10 | t                | End Booking   | 2024-06-10 08:04:12.449729+00 | 2024-06-10 08:04:12.449739+00 |        665 |             |           
 3015 | 2024-06-10 | t                | Start Booking | 2024-06-10 08:04:12.45045+00  | 2024-06-10 08:04:12.450461+00 |        665 |             |           
 3016 | 2024-06-10 | t                | Cleaning      | 2024-06-10 08:08:43.84268+00  | 2024-06-10 08:08:43.842691+00 |            |         615 |           
 3017 | 2024-06-10 | t                | End Booking   | 2024-06-10 08:08:43.843963+00 | 2024-06-10 08:08:43.843974+00 |        666 |             |           
 3018 | 2024-06-10 | t                | Start Booking | 2024-06-10 08:08:43.844721+00 | 2024-06-10 08:08:43.844732+00 |        666 |             |           
 3019 | 2024-06-10 | t                | Cleaning      | 2024-06-10 08:11:14.433342+00 | 2024-06-10 08:11:14.433353+00 |            |         616 |           
 3222 | 2025-03-05 | t                | Cleaning      | 2024-08-03 21:13:27.799662+00 | 2024-08-03 21:13:27.799706+00 |            |         687 |           
 3223 | 2025-03-05 | t                | End Booking   | 2024-08-03 21:13:27.807562+00 | 2024-08-03 21:13:27.807607+00 |        738 |             |           
 3224 | 2025-03-05 | t                | Start Booking | 2024-08-03 21:13:27.809775+00 | 2024-08-03 21:13:27.809822+00 |        738 |             |           
 3225 | 2024-05-05 | t                | Cleaning      | 2024-08-12 13:47:29.594005+00 | 2024-08-12 13:47:29.594053+00 |            |         688 |           
 3226 | 2024-05-05 | t                | End Booking   | 2024-08-12 13:47:30.361277+00 | 2024-08-12 13:47:30.361339+00 |        743 |             |           
 3227 | 2024-05-01 | t                | Start Booking | 2024-08-12 13:47:30.363571+00 | 2024-08-12 13:47:30.36362+00  |        743 |             |           
 3231 | 2024-05-05 | t                | Cleaning      | 2024-08-12 13:51:57.099383+00 | 2024-08-12 13:51:57.09943+00  |            |         690 |           
 3020 | 2024-06-10 | t                | End Booking   | 2024-06-10 08:11:14.434579+00 | 2024-06-10 08:11:14.43459+00  |        667 |             |           
 3021 | 2024-06-10 | t                | Start Booking | 2024-06-10 08:11:14.435902+00 | 2024-06-10 08:11:14.435918+00 |        667 |             |           
 3052 | 2024-06-10 | t                | Cleaning      | 2024-06-10 08:28:33.863216+00 | 2024-06-10 08:28:33.863227+00 |            |         649 |           
 3053 | 2024-06-10 | t                | End Booking   | 2024-06-10 08:28:33.866043+00 | 2024-06-10 08:28:33.866053+00 |        700 |             |           
 3054 | 2024-06-10 | t                | Start Booking | 2024-06-10 08:28:33.866715+00 | 2024-06-10 08:28:33.866725+00 |        700 |             |           
 3055 | 2024-06-10 | t                | Cleaning      | 2024-06-10 08:30:49.250905+00 | 2024-06-10 08:30:49.250915+00 |            |         650 |           
 3056 | 2024-06-10 | t                | End Booking   | 2024-06-10 08:30:49.252148+00 | 2024-06-10 08:30:49.252159+00 |        701 |             |           
 3057 | 2024-06-10 | t                | Start Booking | 2024-06-10 08:30:49.252887+00 | 2024-06-10 08:30:49.252898+00 |        701 |             |           
 3058 | 2024-06-10 | t                | Cleaning      | 2024-06-10 08:34:36.513128+00 | 2024-06-10 08:34:36.513138+00 |            |         651 |           
 3059 | 2024-06-10 | t                | End Booking   | 2024-06-10 08:34:36.51442+00  | 2024-06-10 08:34:36.51443+00  |        702 |             |           
 3060 | 2024-06-10 | t                | Start Booking | 2024-06-10 08:34:36.515088+00 | 2024-06-10 08:34:36.515098+00 |        702 |             |           
 3061 | 2024-06-10 | t                | Cleaning      | 2024-06-10 09:08:08.436358+00 | 2024-06-10 09:08:08.436368+00 |            |         652 |           
 3062 | 2024-06-10 | t                | End Booking   | 2024-06-10 09:08:08.437785+00 | 2024-06-10 09:08:08.437796+00 |        703 |             |           
 3063 | 2024-06-10 | t                | Start Booking | 2024-06-10 09:08:08.438576+00 | 2024-06-10 09:08:08.438586+00 |        703 |             |           
 3067 | 2024-06-17 | t                | Cleaning      | 2024-06-17 07:52:59.007671+00 | 2024-06-17 07:52:59.007684+00 |            |         654 |           
 3068 | 2024-06-17 | t                | End Booking   | 2024-06-17 07:52:59.009504+00 | 2024-06-17 07:52:59.009518+00 |        705 |             |           
 3069 | 2024-06-17 | t                | Start Booking | 2024-06-17 07:52:59.01047+00  | 2024-06-17 07:52:59.010483+00 |        705 |             |           
 3070 | 2024-06-17 | t                | Cleaning      | 2024-06-17 07:53:23.729878+00 | 2024-06-17 07:53:23.729894+00 |            |         655 |           
 3071 | 2024-06-17 | t                | End Booking   | 2024-06-17 07:53:23.73252+00  | 2024-06-17 07:53:23.732539+00 |        706 |             |           
 3072 | 2024-06-17 | t                | Start Booking | 2024-06-17 07:53:23.733579+00 | 2024-06-17 07:53:23.733594+00 |        706 |             |           
 3073 | 2024-06-17 | t                | Cleaning      | 2024-06-17 07:54:58.367026+00 | 2024-06-17 07:54:58.367041+00 |            |         656 |           
 3074 | 2024-06-17 | t                | End Booking   | 2024-06-17 07:54:58.368704+00 | 2024-06-17 07:54:58.368718+00 |        707 |             |           
 3075 | 2024-06-17 | t                | Start Booking | 2024-06-17 07:54:58.370796+00 | 2024-06-17 07:54:58.370814+00 |        707 |             |           
 3076 | 2024-06-17 | t                | Cleaning      | 2024-06-17 07:55:25.527313+00 | 2024-06-17 07:55:25.527327+00 |            |         657 |           
 3077 | 2024-06-17 | t                | End Booking   | 2024-06-17 07:55:25.528952+00 | 2024-06-17 07:55:25.528967+00 |        708 |             |           
 3078 | 2024-06-17 | t                | Start Booking | 2024-06-17 07:55:25.529845+00 | 2024-06-17 07:55:25.529858+00 |        708 |             |           
 3079 | 2024-06-17 | t                | Cleaning      | 2024-06-17 08:02:38.276621+00 | 2024-06-17 08:02:38.276635+00 |            |         658 |           
 3080 | 2024-06-17 | t                | End Booking   | 2024-06-17 08:02:38.278462+00 | 2024-06-17 08:02:38.278476+00 |        709 |             |           
 3081 | 2024-06-17 | t                | Start Booking | 2024-06-17 08:02:38.279533+00 | 2024-06-17 08:02:38.279547+00 |        709 |             |           
 3082 | 2024-06-17 | t                | Cleaning      | 2024-06-17 08:03:04.928549+00 | 2024-06-17 08:03:04.928565+00 |            |         659 |           
 3083 | 2024-06-17 | t                | End Booking   | 2024-06-17 08:03:04.930294+00 | 2024-06-17 08:03:04.930309+00 |        710 |             |           
 3084 | 2024-06-17 | t                | Start Booking | 2024-06-17 08:03:04.931352+00 | 2024-06-17 08:03:04.931369+00 |        710 |             |           
 3085 | 2024-06-17 | t                | Cleaning      | 2024-06-17 08:04:44.713639+00 | 2024-06-17 08:04:44.713658+00 |            |         660 |           
 3086 | 2024-06-17 | t                | End Booking   | 2024-06-17 08:04:44.715556+00 | 2024-06-17 08:04:44.715575+00 |        711 |             |           
 3087 | 2024-06-17 | t                | Start Booking | 2024-06-17 08:04:44.716703+00 | 2024-06-17 08:04:44.716718+00 |        711 |             |           
 3088 | 2024-06-17 | t                | Cleaning      | 2024-06-17 08:06:46.338562+00 | 2024-06-17 08:06:46.338576+00 |            |         661 |           
 3089 | 2024-06-17 | t                | End Booking   | 2024-06-17 08:06:46.340128+00 | 2024-06-17 08:06:46.340141+00 |        712 |             |           
 3090 | 2024-06-17 | t                | Start Booking | 2024-06-17 08:06:46.341131+00 | 2024-06-17 08:06:46.341145+00 |        712 |             |           
 3091 | 2024-06-17 | t                | Cleaning      | 2024-06-17 08:07:35.173862+00 | 2024-06-17 08:07:35.173878+00 |            |         662 |           
 3092 | 2024-06-17 | t                | End Booking   | 2024-06-17 08:07:35.175498+00 | 2024-06-17 08:07:35.175512+00 |        713 |             |           
 3093 | 2024-06-17 | t                | Start Booking | 2024-06-17 08:07:35.176414+00 | 2024-06-17 08:07:35.176428+00 |        713 |             |           
 3094 | 2024-06-17 | t                | Cleaning      | 2024-06-17 08:08:39.580332+00 | 2024-06-17 08:08:39.580353+00 |            |         663 |           
 3095 | 2024-06-17 | t                | End Booking   | 2024-06-17 08:08:39.582747+00 | 2024-06-17 08:08:39.582768+00 |        714 |             |           
 3096 | 2024-06-17 | t                | Start Booking | 2024-06-17 08:08:39.584626+00 | 2024-06-17 08:08:39.584648+00 |        714 |             |           
 3097 | 2024-06-17 | t                | Cleaning      | 2024-06-19 09:00:24.116138+00 | 2024-06-19 09:00:24.116151+00 |            |         664 |           
 3098 | 2024-06-17 | t                | End Booking   | 2024-06-19 09:00:24.122381+00 | 2024-06-19 09:00:24.122394+00 |        715 |             |           
 3099 | 2024-06-17 | t                | Start Booking | 2024-06-19 09:00:24.123462+00 | 2024-06-19 09:00:24.123472+00 |        715 |             |           
 3100 | 2024-06-19 | t                | Payment       | 2024-06-19 09:00:24.137127+00 | 2024-06-19 09:00:24.137139+00 |            |             |       2363
 3101 | 2024-06-19 | t                | Cleaning      | 2024-06-19 09:02:54.381321+00 | 2024-06-19 09:02:54.381333+00 |            |         665 |           
 3102 | 2024-06-19 | t                | End Booking   | 2024-06-19 09:02:54.382659+00 | 2024-06-19 09:02:54.38267+00  |        716 |             |           
 3103 | 2024-06-19 | t                | Start Booking | 2024-06-19 09:02:54.383949+00 | 2024-06-19 09:02:54.38396+00  |        716 |             |           
 3104 | 2024-06-19 | t                | Payment       | 2024-06-19 09:02:54.387803+00 | 2024-06-19 09:02:54.387815+00 |            |             |       2364
 3105 | 2024-06-19 | t                | Cleaning      | 2024-06-19 10:13:26.646175+00 | 2024-06-19 10:13:26.646191+00 |            |         666 |           
 3106 | 2024-06-19 | t                | End Booking   | 2024-06-19 10:13:26.64874+00  | 2024-06-19 10:13:26.648757+00 |        717 |             |           
 3107 | 2024-06-19 | t                | Start Booking | 2024-06-19 10:13:26.649786+00 | 2024-06-19 10:13:26.649801+00 |        717 |             |           
 3108 | 2024-06-19 | t                | Payment       | 2024-06-19 10:13:26.656026+00 | 2024-06-19 10:13:26.65604+00  |            |             |       2365
 3109 | 2024-06-19 | t                | Cleaning      | 2024-06-19 10:15:02.595212+00 | 2024-06-19 10:15:02.595229+00 |            |         667 |           
 3110 | 2024-06-19 | t                | End Booking   | 2024-06-19 10:15:02.597434+00 | 2024-06-19 10:15:02.597452+00 |        718 |             |           
 3111 | 2024-06-19 | t                | Start Booking | 2024-06-19 10:15:02.598556+00 | 2024-06-19 10:15:02.59857+00  |        718 |             |           
 3112 | 2024-06-19 | t                | Payment       | 2024-06-19 10:15:02.603117+00 | 2024-06-19 10:15:02.603131+00 |            |             |       2366
 3113 | 2024-06-19 | t                | Cleaning      | 2024-06-19 10:16:05.58569+00  | 2024-06-19 10:16:05.585705+00 |            |         668 |           
 3114 | 2024-06-19 | t                | End Booking   | 2024-06-19 10:16:05.58729+00  | 2024-06-19 10:16:05.587303+00 |        719 |             |           
 3115 | 2024-06-19 | t                | Start Booking | 2024-06-19 10:16:05.58824+00  | 2024-06-19 10:16:05.588254+00 |        719 |             |           
 3210 | 2024-07-14 | t                | Start Booking | 2024-07-13 20:04:27.334213+00 | 2024-07-13 20:04:27.334251+00 |        736 |             |           
 3208 | 2024-07-15 | t                | Cleaning      | 2024-07-13 20:04:27.330168+00 | 2024-07-13 20:04:27.330209+00 |            |         685 |           
 3209 | 2024-07-15 | t                | End Booking   | 2024-07-13 20:04:27.332774+00 | 2024-07-13 20:04:27.332814+00 |        736 |             |           
 3217 | 2024-07-14 | t                | Payment       | 2024-07-13 21:51:13.73224+00  | 2024-07-13 21:51:13.732279+00 |            |             |       2425
 3218 | 2024-07-24 | t                | Cleaning      | 2024-07-23 23:11:26.760762+00 | 2024-07-23 23:11:26.760792+00 |            |         686 |           
 3219 | 2024-07-24 | t                | End Booking   | 2024-07-23 23:11:26.765431+00 | 2024-07-23 23:11:26.765463+00 |        737 |             |           
 3128 | 2024-01-10 | t                | Payment       | 2024-06-24 19:48:15.520702+00 | 2024-06-24 19:48:15.52072+00  |            |             |       2370
 3129 | 2024-01-10 | t                | Payment       | 2024-06-24 19:54:02.624118+00 | 2024-06-24 19:54:02.624138+00 |            |             |       2371
 3130 | 2023-11-10 | t                | Payment       | 2024-06-24 19:54:02.634774+00 | 2024-06-24 19:54:02.63479+00  |            |             |       2373
 3116 | 2024-07-24 | t                | Payment       | 2024-06-19 10:16:05.592452+00 | 2024-06-19 10:16:05.592467+00 |            |             |       2367
 3133 | 2024-06-24 | t                | Payment       | 2024-06-24 21:23:47.337891+00 | 2024-06-24 21:23:47.337949+00 |            |             |       2383
 3136 | 2024-06-29 | t                | Payment       | 2024-06-29 17:49:41.191891+00 | 2024-06-29 17:49:41.191907+00 |            |             |       2386
 3137 | 2024-07-10 | t                | Cleaning      | 2024-07-05 17:08:32.24766+00  | 2024-07-05 17:08:32.247702+00 |            |         672 |           
 3138 | 2024-07-10 | t                | End Booking   | 2024-07-05 17:08:32.253713+00 | 2024-07-05 17:08:32.253759+00 |        723 |             |           
 3139 | 2024-07-02 | t                | Start Booking | 2024-07-05 17:08:32.255635+00 | 2024-07-05 17:08:32.255678+00 |        723 |             |           
 3150 | 2024-07-10 | t                | Cleaning      | 2024-07-08 14:50:18.361932+00 | 2024-07-08 14:50:18.361968+00 |            |         676 |           
 3151 | 2024-07-10 | t                | End Booking   | 2024-07-08 14:50:18.364241+00 | 2024-07-08 14:50:18.364276+00 |        727 |             |           
 3152 | 2024-07-08 | t                | Start Booking | 2024-07-08 14:50:18.365836+00 | 2024-07-08 14:50:18.365866+00 |        727 |             |           
 3153 | 2024-07-09 | t                | Payment       | 2024-07-08 14:50:18.378214+00 | 2024-07-08 14:50:18.378258+00 |            |             |       2388
 3154 | 2024-07-12 | t                | Payment       | 2024-07-08 15:07:11.323631+00 | 2024-07-08 15:07:11.323665+00 |            |             |       2389
 3155 | 2025-01-10 | t                | Cleaning      | 2024-07-08 15:08:56.049506+00 | 2024-07-08 15:08:56.049535+00 |            |         677 |           
 3156 | 2025-01-10 | t                | End Booking   | 2024-07-08 15:08:56.051049+00 | 2024-07-08 15:08:56.051078+00 |        728 |             |           
 3157 | 2025-01-01 | t                | Start Booking | 2024-07-08 15:08:56.05215+00  | 2024-07-08 15:08:56.05218+00  |        728 |             |           
 3158 | 2024-07-08 | t                | Payment       | 2024-07-08 15:08:56.063092+00 | 2024-07-08 15:08:56.063127+00 |            |             |       2390
 3159 | 2025-01-01 | t                | Payment       | 2024-07-08 15:08:56.068293+00 | 2024-07-08 15:08:56.068324+00 |            |             |       2391
 3160 | 2025-01-01 | t                | Payment       | 2024-07-08 15:08:56.07245+00  | 2024-07-08 15:08:56.072483+00 |            |             |       2392
 3161 | 2025-01-01 | t                | Payment       | 2024-07-08 15:08:56.077172+00 | 2024-07-08 15:08:56.077205+00 |            |             |       2393
 3162 | 2025-01-05 | t                | Payment       | 2024-07-08 15:08:56.082271+00 | 2024-07-08 15:08:56.082302+00 |            |             |       2394
 3163 | 2024-10-10 | t                | Cleaning      | 2024-07-08 15:11:24.905338+00 | 2024-07-08 15:11:24.905369+00 |            |         678 |           
 3164 | 2024-10-10 | t                | End Booking   | 2024-07-08 15:11:24.907038+00 | 2024-07-08 15:11:24.907068+00 |        729 |             |           
 3165 | 2024-10-02 | t                | Start Booking | 2024-07-08 15:11:24.908127+00 | 2024-07-08 15:11:24.908157+00 |        729 |             |           
 3166 | 2024-07-08 | t                | Payment       | 2024-07-08 15:11:24.917383+00 | 2024-07-08 15:11:24.917417+00 |            |             |       2395
 3167 | 2024-10-02 | t                | Payment       | 2024-07-08 15:11:24.922799+00 | 2024-07-08 15:11:24.922833+00 |            |             |       2396
 3168 | 2024-10-02 | t                | Payment       | 2024-07-08 15:11:24.927045+00 | 2024-07-08 15:11:24.927076+00 |            |             |       2397
 3169 | 2024-10-02 | t                | Payment       | 2024-07-08 15:11:24.933711+00 | 2024-07-08 15:11:24.933745+00 |            |             |       2398
 3170 | 2024-10-10 | t                | Payment       | 2024-07-08 15:11:24.938893+00 | 2024-07-08 15:11:24.938925+00 |            |             |       2399
 3171 | 2024-07-20 | t                | Payment       | 2024-07-08 15:31:34.399871+00 | 2024-07-08 15:31:34.399905+00 |            |             |       2400
 3211 | 2024-07-14 | t                | Payment       | 2024-07-13 20:08:07.557218+00 | 2024-07-13 20:08:07.557264+00 |            |             |       2419
 3212 | 2024-07-15 | t                | Payment       | 2024-07-13 20:08:08.684833+00 | 2024-07-13 20:08:08.68488+00  |            |             |       2420
 3220 | 2024-07-23 | t                | Start Booking | 2024-07-23 23:11:26.768705+00 | 2024-07-23 23:11:26.768735+00 |        737 |             |           
 3221 | 2024-07-26 | t                | Payment       | 2024-07-23 23:11:35.911484+00 | 2024-07-23 23:11:35.911523+00 |            |             |       2426
 3228 | 2024-05-05 | t                | Cleaning      | 2024-08-12 13:48:35.085631+00 | 2024-08-12 13:48:35.085679+00 |            |         689 |           
 3229 | 2024-05-05 | t                | End Booking   | 2024-08-12 13:48:35.771668+00 | 2024-08-12 13:48:35.771716+00 |        744 |             |           
 3230 | 2024-05-01 | t                | Start Booking | 2024-08-12 13:48:35.773684+00 | 2024-08-12 13:48:35.773731+00 |        744 |             |           
 3232 | 2024-05-05 | t                | End Booking   | 2024-08-12 13:51:57.277957+00 | 2024-08-12 13:51:57.278023+00 |        745 |             |           
 3233 | 2024-05-01 | t                | Start Booking | 2024-08-12 13:51:57.280922+00 | 2024-08-12 13:51:57.280976+00 |        745 |             |           
 3234 | 2024-05-01 | t                | Payment       | 2024-08-12 13:53:23.012907+00 | 2024-08-12 13:53:23.012967+00 |            |             |       2429
 3235 | 2024-08-12 | t                | Payment       | 2024-08-12 13:53:50.46986+00  | 2024-08-12 13:53:50.46992+00  |            |             |       2430
 3236 | 2024-05-01 | t                | Payment       | 2024-08-12 13:53:58.567449+00 | 2024-08-12 13:53:58.567483+00 |            |             |       2431
 3237 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:00:07.77383+00  | 2024-08-12 14:00:07.77386+00  |            |         691 |           
 3238 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:00:07.775694+00 | 2024-08-12 14:00:07.775725+00 |        746 |             |           
 3239 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:00:07.77692+00  | 2024-08-12 14:00:07.77695+00  |        746 |             |           
 3240 | 2024-05-01 | t                | Payment       | 2024-08-12 14:00:13.23214+00  | 2024-08-12 14:00:13.232176+00 |            |             |       2432
 3241 | 2024-08-12 | t                | Payment       | 2024-08-12 14:00:13.240628+00 | 2024-08-12 14:00:13.240687+00 |            |             |       2433
 3242 | 2024-05-01 | t                | Payment       | 2024-08-12 14:00:13.251382+00 | 2024-08-12 14:00:13.251421+00 |            |             |       2434
 3243 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:01:10.11533+00  | 2024-08-12 14:01:10.115356+00 |            |         692 |           
 3244 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:01:10.116712+00 | 2024-08-12 14:01:10.116738+00 |        747 |             |           
